"Analyzed","CVE-2024-47803","CWE-209",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:jenkins:jenkins:*:*:*:*:lts:*:*:*" "cpe:2.3:a:jenkins:jenkins:*:*:*:*:-:*:*:*"
"Analyzed","CVE-2024-47805","CWE-522",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:jenkins:credentials:*:*:*:*:*:jenkins:*:*" "cpe:2.3:a:jenkins:credentials:*:*:*:*:*:jenkins:*:*"
"Analyzed","CVE-2024-47819","CWE-79",,,,,"security-advisories@github.com" "nvd@nist.gov",4.2 8.7,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:umbraco:umbraco_cms:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47822","CWE-532",,,,,"security-advisories@github.com" "nvd@nist.gov",4.2 4.2,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:monospace:directus:*:*:*:*:*:node.js:*:*"
"Analyzed","CVE-2024-47825","CWE-276" "NVD-CWE-noinfo",,,,,"security-advisories@github.com" "nvd@nist.gov",4 8.7,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:cilium:cilium:*:*:*:*:*:*:*:*" "cpe:2.3:a:cilium:cilium:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47826","CWE-79" "CWE-94",,,,,"security-advisories@github.com" "nvd@nist.gov",3.5 6.1,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:elabftw:elabftw:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47827","CWE-362" "CWE-1108",,,,,"security-advisories@github.com" "nvd@nist.gov",5.7 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H" "CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:argo_workflows_project:argo_workflows:3.6.0:rc1:*:*:*:kubernetes:*:*"
"Analyzed","CVE-2024-47828","CWE-352" "CWE-352",,,,,"security-advisories@github.com" "nvd@nist.gov",5.3 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:ampache:ampache:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47830","CWE-918" "CWE-918",,,,,"security-advisories@github.com" "nvd@nist.gov",9.3 5.8,"CRITICAL" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:N",,,,,,,,,"cpe:2.3:a:plane:plane:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47831","CWE-674",,,,,"security-advisories@github.com" "nvd@nist.gov",5.9 7.5,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:vercel:next.js:*:*:*:*:*:node.js:*:*"
"Analyzed","CVE-2024-47833","CWE-614" "CWE-1004" "CWE-319" "CWE-732","security-advisories@github.com",6.3,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:avaiga:taipy:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47840","CWE-79" "CWE-79","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",4.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:wikimedia:apex:*:*:*:*:*:*:*:*" "cpe:2.3:a:wikimedia:apex:*:*:*:*:*:*:*:*" "cpe:2.3:a:wikimedia:apex:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47841","CWE-22" "CWE-22","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:wikimedia:wikimedia-extensions-css:*:*:*:*:*:*:*:*" "cpe:2.3:a:wikimedia:wikimedia-extensions-css:*:*:*:*:*:*:*:*" "cpe:2.3:a:wikimedia:wikimedia-extensions-css:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47845","CWE-116" "CWE-116","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",8.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N",,,,,,,,,"cpe:2.3:a:wikimedia:wikimedia-extensions-css:*:*:*:*:*:*:*:*" "cpe:2.3:a:wikimedia:wikimedia-extensions-css:*:*:*:*:*:*:*:*" "cpe:2.3:a:wikimedia:wikimedia-extensions-css:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47846","CWE-352" "CWE-352","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:mediawiki:cargo:3.6.0:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47847","CWE-79" "CWE-79","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:mediawiki:cargo:3.6.0:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47849","CWE-89" "CWE-89","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",8.8,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:L/VA:N/SC:L/SI:L/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:mediawiki:cargo:3.6.0:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47867","CWE-345" "NVD-CWE-Other","security-advisories@github.com",2.1,"LOW","CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"
"Analyzed","CVE-2024-47868","CWE-200" "CWE-22","security-advisories@github.com",6.3,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"
"Analyzed","CVE-2024-47869","CWE-203","security-advisories@github.com",2.3,"LOW","CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",3.7,"LOW","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"
"Analyzed","CVE-2024-47870","CWE-362","security-advisories@github.com",7.1,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"
"Analyzed","CVE-2024-47871","CWE-311" "CWE-311","security-advisories@github.com",8.2,"HIGH","CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",9.1,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"
"Analyzed","CVE-2024-47872","CWE-79","security-advisories@github.com",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"
"Analyzed","CVE-2024-47877","CWE-22" "CWE-61","security-advisories@github.com",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:codeclysm:extract:*:*:*:*:*:go:*:*"
"Analyzed","CVE-2024-47878","CWE-79",,,,,"security-advisories@github.com" "nvd@nist.gov",8.1 6.1,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:openrefine:openrefine:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47879","CWE-94" "CWE-352" "CWE-352",,,,,"security-advisories@github.com" "nvd@nist.gov",7.6 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:openrefine:openrefine:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47880","CWE-79" "CWE-348" "CWE-79",,,,,"security-advisories@github.com" "nvd@nist.gov",8.1 6.9,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N" "CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:L/A:N",,,,,,,,,"cpe:2.3:a:openrefine:openrefine:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47881","CWE-89",,,,,"security-advisories@github.com" "nvd@nist.gov",8.1 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:openrefine:openrefine:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47882","CWE-79" "CWE-81" "CWE-79",,,,,"security-advisories@github.com" "nvd@nist.gov",5.9 6.1,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:openrefine:openrefine:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47883","CWE-36" "CWE-918" "CWE-22",,,,,"security-advisories@github.com" "nvd@nist.gov",9.1 9.1,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:openrefine:butterfly:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47901","CWE-78","productcert@siemens.com",10,"CRITICAL","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","productcert@siemens.com" "nvd@nist.gov",10 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:siemens:intermesh_7177_hybrid_2.0_subscriber:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7177_hybrid_2.0_subscriber:-:*:*:*:*:*:*:*" "cpe:2.3:o:siemens:intermesh_7707_fire_subscriber_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7707_fire_subscriber:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47902","CWE-306","productcert@siemens.com",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","productcert@siemens.com" "nvd@nist.gov",7.2 9.8,"HIGH" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:siemens:intermesh_7177_hybrid_2.0_subscriber:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7177_hybrid_2.0_subscriber:-:*:*:*:*:*:*:*" "cpe:2.3:o:siemens:intermesh_7707_fire_subscriber_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7707_fire_subscriber:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47903","CWE-250" "NVD-CWE-noinfo","productcert@siemens.com",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:L/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","productcert@siemens.com" "nvd@nist.gov",5.8 9.1,"MEDIUM" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H",,,,,,,,,"cpe:2.3:o:siemens:intermesh_7177_hybrid_2.0_subscriber:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7177_hybrid_2.0_subscriber:-:*:*:*:*:*:*:*" "cpe:2.3:o:siemens:intermesh_7707_fire_subscriber_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7707_fire_subscriber:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47904","CWE-266" "NVD-CWE-noinfo","productcert@siemens.com",8.5,"HIGH","CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","productcert@siemens.com",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:siemens:intermesh_7177_hybrid_2.0_subscriber:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7177_hybrid_2.0_subscriber:-:*:*:*:*:*:*:*" "cpe:2.3:o:siemens:intermesh_7707_fire_subscriber_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:siemens:intermesh_7707_fire_subscriber:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47945","CWE-340" "CWE-331",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8 9.1,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:o:rittal:iot_interface_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:rittal:iot_interface:-:*:*:*:*:*:*:*" "cpe:2.3:o:rittal:cmc_iii_processing_units_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:rittal:cmc_iii_processing_units:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47948","CWE-23" "CWE-22",,,,,"cve@jetbrains.com" "nvd@nist.gov",4.9 7.5,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47949","CWE-23" "CWE-22",,,,,"cve@jetbrains.com" "nvd@nist.gov",4.9 7.5,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47950","CWE-79",,,,,"cve@jetbrains.com" "nvd@nist.gov",3.5 5.4,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47951","CWE-79",,,,,"cve@jetbrains.com" "nvd@nist.gov",3.5 5.4,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47962","CWE-121" "CWE-787","ics-cert@hq.dhs.gov",8.4,"HIGH","CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:deltaww:cncsoft-g2:2.1.0.10:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47963","CWE-787","ics-cert@hq.dhs.gov",8.4,"HIGH","CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:deltaww:cncsoft-g2:2.1.0.10:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47964","CWE-122" "CWE-787","ics-cert@hq.dhs.gov",8.4,"HIGH","CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:deltaww:cncsoft-g2:2.1.0.10:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47965","CWE-125" "CWE-125","ics-cert@hq.dhs.gov",8.4,"HIGH","CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:deltaww:cncsoft-g2:2.1.0.10:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-47966","CWE-457" "CWE-908","ics-cert@hq.dhs.gov",8.4,"HIGH","CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:deltaww:cncsoft-g2:2.1.0.10:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-48016","CWE-327",,,,,"security_alert@emc.com" "nvd@nist.gov",4.6 8.8,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:5.24.00.14:*:*:*:*:*:*:*"
