"Analyzed","CVE-2023-29200","CWE-22" "CWE-22",,,,,"security-advisories@github.com" "nvd@nist.gov",4.3 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:contao:contao:*:*:*:*:*:*:*:*" "cpe:2.3:a:contao:contao:*:*:*:*:*:*:*:*" "cpe:2.3:a:contao:contao:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-20913","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:mingsoft:mcms:4.7.2:*:*:*:*:*:*:*"
"Modified","CVE-2020-20914","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:publiccms:publiccms:4.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-20915","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:publiccms:publiccms:4.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-21060","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:phpmywind:phpmywind:5.6:*:*:*:*:*:*:*"
"Modified","CVE-2020-21487","CWE-79",,,,,"nvd@nist.gov",9.6,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:netgate:pfsense:2.4.4:-:*:*:*:*:*:*" "cpe:2.3:a:netgate:pfsense_acme_package:0.6.3:*:*:*:*:*:*:*"
"Modified","CVE-2020-21514","NVD-CWE-noinfo",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:fluentd:fluentd:1.8.0:-:*:*:*:*:*:*" "cpe:2.3:a:fluentd:fluentd-ui:1.2.2:*:*:*:*:*:*:*"
"Modified","CVE-2020-21643","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:hongcms_project:hongcms:3.0.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-22533","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:easycorp:zentao:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-23257","CWE-120",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:espruino:espruino:2.05.41:*:*:*:*:*:*:*"
"Modified","CVE-2020-23258","CWE-787",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:jsish:jsish:3.0.11:*:*:*:*:*:*:*"
"Modified","CVE-2020-23259","CWE-476",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:jsish:jsish:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-23260","CWE-787",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:jsish:jsish:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-23327","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:zblogcn:zblogphp:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-23647","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:boxbilling:boxbilling:4.19:*:*:*:*:*:*:*" "cpe:2.3:a:boxbilling:boxbilling:4.19.1:*:*:*:*:*:*:*" "cpe:2.3:a:boxbilling:boxbilling:4.20:*:*:*:*:*:*:*" "cpe:2.3:a:boxbilling:boxbilling:4.21:*:*:*:*:*:*:*"
"Modified","CVE-2020-24736","CWE-120",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:ghost:sqlite3:3.27.1:*:*:*:*:node.js:*:*"
"Modified","CVE-2020-27545","CWE-763",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:libdwarf_project:libdwarf:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-28163","CWE-476",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:libdwarf_project:libdwarf:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-29007","CWE-94",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:mediawiki:score:*:*:*:*:*:mediawiki:*:*"
"Modified","CVE-2020-29312","CWE-502",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:zend:zend_framework:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-36070","CWE-281",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:thecontrolgroup:voyager:*:*:*:*:*:laravel:*:*"
"Modified","CVE-2020-36071","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:tailor_management_system_project:tailor_management_system:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36072","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:tailor_management_system_project:tailor_management_system:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36073","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:tailor_management_system_project:tailor_management_system:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36074","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:tailor_mangement_system_project:tailor_mangement_system:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36077","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:tailor_mangement_system_project:tailor_mangement_system:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36692","CWE-79",,,,,"security-alert@sophos.com" "nvd@nist.gov",6.5 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:sophos:web_appliance:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-4729","NVD-CWE-noinfo",,,,,"psirt@us.ibm.com" "nvd@nist.gov",5.3 5.3,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H" "CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:ibm:safer_payments:*:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:safer_payments:*:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:safer_payments:*:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:safer_payments:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-9009","CWE-862",,,,,"nvd@nist.gov",3.7,"LOW","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N",,,,,,,,,"cpe:2.3:a:shipstation:shipstation:*:*:*:*:*:cs-cart:*:*"
"Modified","CVE-2021-0872","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0873","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0874","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0875","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0876","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0878","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0879","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0880","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0881","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0882","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0883","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0884","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-0885","CWE-190",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-23166","CWE-267" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",8.7,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N","security@odoo.com",8.7,"HIGH","CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-23176","CWE-284" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","security@odoo.com",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-23178","CWE-284" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","security@odoo.com",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-23186","CWE-267" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",8.7,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N","security@odoo.com",8.7,"HIGH","CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-23203","CWE-284" "NVD-CWE-Other",,,,,"security@odoo.com" "nvd@nist.gov",7.5 7.5,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:odoo:odoo:14.0:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:14.0:*:*:*:enterprise:*:*:*" "cpe:2.3:a:odoo:odoo:15.0:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:15.0:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-26263","CWE-79" "CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","security@odoo.com",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,"cpe:2.3:a:odoo:odoo:14.0:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:14.0:*:*:*:enterprise:*:*:*" "cpe:2.3:a:odoo:odoo:15.0:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:15.0:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-26947","CWE-79" "CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","security@odoo.com",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-28235","CWE-287",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:etcd:etcd:3.4.10:*:*:*:*:*:*:*"
"Modified","CVE-2021-28254","CWE-502",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:laravel:laravel:8.5.9:*:*:*:*:*:*:*"
"Modified","CVE-2021-30153","CWE-668",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:mediawiki:mediawiki:*:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-31707","CWE-434",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:kitesky:kitecms:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-3267","CWE-434",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:kitesky:kitecms:1.1:*:*:*:*:*:*:*"
"Modified","CVE-2021-33589","CWE-522",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:ribose:rnp:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-33797","CWE-119" "CWE-190",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:artifex:mujs:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-33970","CWE-843",,,,,"nvd@nist.gov",10,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:browser.360:chrome:13.0.2170.0:*:*:*:*:*:*:*"
"Modified","CVE-2021-33971","CWE-120",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:360:total_security:10.8.0.1060:*:*:*:*:*:*:*"
"Modified","CVE-2021-33972","CWE-120",,,,,"nvd@nist.gov",10,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:browser.360:safe_browser:12.3.1611.0:*:*:*:*:*:*:*"
"Modified","CVE-2021-33973","CWE-120",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:360totalsecurity:360_total_security:10.8.0.1213:*:*:*:*:*:*:*"
"Modified","CVE-2021-33974","CWE-120",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:360:total_security:10.8.0.1060:*:*:*:*:*:*:*" "cpe:2.3:a:360:total_security:10.8.0.1213:*:*:*:*:*:*:*"
"Modified","CVE-2021-33975","CWE-120",,,,,"nvd@nist.gov",10,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:browser.360:safe_browser:13.0.2170.0:*:*:*:*:*:*:*"
"Modified","CVE-2021-33990","CWE-281" "CWE-78",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:liferay:liferay_portal:6.2.5:*:*:*:*:*:*:*"
"Modified","CVE-2021-3429","CWE-532" "CWE-532",,,,,"security@ubuntu.com" "nvd@nist.gov",5.5 5.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:canonical:cloud-init:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-34337","NVD-CWE-noinfo",,,,,"nvd@nist.gov",6.3,"MEDIUM","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:gnu:mailman:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-36436","CWE-640",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:mobicint:mobicint:3.0:*:*:*:*:*:*:*"
"Modified","CVE-2021-36520","CWE-89",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:washington:i-tech_trainsmart:r1044:*:*:*:*:*:*:*"
"Modified","CVE-2021-38363","CWE-755",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:opennetworking:onos:2.5.1:*:*:*:*:*:*:*"
"Modified","CVE-2021-38364","CWE-697",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L",,,,,,,,,"cpe:2.3:a:opennetworking:onos:2.5.1:*:*:*:*:*:*:*"
"Modified","CVE-2021-39295","CWE-400",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:openbmc-project:openbmc:2.9.0:-:*:*:*:*:*:*"
"Modified","CVE-2021-40506","CWE-287",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:openrisc:or1200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:openrisc:or1200:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-40507","CWE-287",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:openrisc:or1200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:openrisc:or1200:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-41612","NVD-CWE-noinfo",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:openrisc:mor1kx_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:openrisc:mor1kx:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-41613","NVD-CWE-noinfo",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N",,,,,,,,,"cpe:2.3:o:openrisc:mor1kx_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:openrisc:mor1kx:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-41614","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:openrisc:mor1kx_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:openrisc:mor1kx:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-43612","CWE-787",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:lldpd_project:lldpd:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:37:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*"
"Modified","CVE-2021-43819","CWE-670",,,,,"security-advisories@github.com" "nvd@nist.gov",7.5 5.3,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N",,,,,,,,,"cpe:2.3:a:stargate-bukkit_project:stargate-bukkit:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-44460","CWE-284" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","security@odoo.com",7.4,"HIGH","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-44461","CWE-79" "CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","security@odoo.com",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-44465","CWE-284" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N","security@odoo.com",5.3,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
"Modified","CVE-2021-44476","CWE-267" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",6.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:N/A:N","security@odoo.com",7.1,"HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N",,,,,"cpe:2.3:a:odoo:odoo:*:*:*:*:community:*:*:*" "cpe:2.3:a:odoo:odoo:*:*:*:*:enterprise:*:*:*"
