"Modified","CVE-2011-4259","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:realnetworks:realplayer:*:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:6:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:7:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:8:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.1744:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.2315:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11_build_6.0.14.748:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1444:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1548:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.609:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.633:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.6:*:*:*:*:*:*:*"
"Modified","CVE-2011-4260","CWE-94",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:realnetworks:realplayer:*:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:6:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:7:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:8:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.1744:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.2315:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11_build_6.0.14.748:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1444:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1548:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.609:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.633:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.6:*:*:*:*:*:*:*"
"Modified","CVE-2011-4261","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:realnetworks:realplayer:*:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:6:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:7:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:8:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.1744:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.2315:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11_build_6.0.14.748:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1444:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1548:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.609:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.633:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.6:*:*:*:*:*:*:*"
"Modified","CVE-2011-4262","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:realnetworks:realplayer:*:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:6:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:7:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:8:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:10.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.1744:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.2.2315:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:11_build_6.0.14.748:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1444:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:12.0.0.1548:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.609:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.1.633:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:realplayer:14.0.6:*:*:*:*:*:*:*"
"Modified","CVE-2011-4273","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:goahead:goahead_webserver:2.1.8:*:*:*:*:*:*:*"
"Modified","CVE-2011-4274","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:ark-web:a-form_pc:*:*:*:*:*:*:*:*" "cpe:2.3:a:ark-web:a-form_pc_mobile:*:*:*:*:*:*:*:*" "cpe:2.3:a:sixapart:movabletype:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-4275","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:combodo:itop:1.1.181:*:*:*:*:*:*:*" "cpe:2.3:a:combodo:itop:1.2.0:rc282:*:*:*:*:*:*"
"Modified","CVE-2011-4277","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:courseforum:projectforum:7.0.1.3038:*:*:*:*:*:*:*"
"Modified","CVE-2011-4311","CWE-20",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:montala:resourcespace:*:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:2.2.1240:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:2.3.1374:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.0.1490:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.1.1557:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.2.1651:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.3.1723:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.4.1794:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.5.1857:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.6.2022:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.7.2088:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.8.2144:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:3.9.2269:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:4.0.2429:*:*:*:*:*:*:*" "cpe:2.3:a:montala:resourcespace:4.1.2567:*:*:*:*:*:*:*"
"Modified","CVE-2011-4312","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:reviewboard:review_board:*:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:alpha1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:alpha2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:alpha3:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:alpha4:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:beta1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:beta2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:rc1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:rc2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0:rc3:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.1:alpha1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.1:alpha2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5:beta1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5:beta2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5:rc1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5:rc2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5.3:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5.4:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.5.5:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6:beta1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6:beta2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6:rc1:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6:rc2:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6.1:*:*:*:*:*:*:*" "cpe:2.3:a:reviewboard:review_board:1.6.2:*:*:*:*:*:*:*"
